Date,CHTR,CMCSA,DIS,EA,FOXA,GOOGL,LYV,META,MTCH,NFLX,OMC,T,TMUS,VZ,WBD
2020-06-01,541.2999877929688,31.223756790161133,115.15501403808594,119.15272521972656,27.318098068237305,71.1129150390625,50.65999984741211,229.8911895751953,88.0734634399414,42.59199905395508,44.19253158569336,15.370196342468262,95.34251403808594,38.51447296142578,21.950000762939453
2020-06-02,545.219970703125,31.690019607543945,115.13563537597656,118.7451400756836,27.09614944458008,71.4816665649414,50.529998779296875,230.6941375732422,90.59862518310548,42.73099899291992,43.93807601928711,15.400016784667969,96.021484375,38.94257354736328,21.829999923706055
2020-06-03,547.2999877929688,32.09410095214844,118.4612274169922,114.44601440429688,28.455581665039062,71.33000183105469,53.90999984741211,228.15643310546875,90.26258087158205,42.196998596191406,45.424957275390625,15.658422470092772,96.7865219116211,39.23947525024414,22.270000457763672
2020-06-04,540.030029296875,32.08633041381836,119.9252700805664,113.71818542480467,28.233633041381836,70.09346008300781,53.470001220703125,224.3201141357422,87.73741912841797,41.43299865722656,46.005393981933594,15.802532196044922,95.79196166992188,39.50876998901367,23.09000015258789
2020-06-05,530.719970703125,32.70801544189453,121.02088165283205,114.82449340820312,28.529565811157227,71.36815643310547,56.959999084472656,228.7611389160156,86.49883270263672,41.959999084472656,48.327125549316406,16.284557342529297,96.7100067138672,39.8678092956543,24.780000686645508
2020-06-08,540.3599853515625,33.50843048095703,123.40599822998048,115.97933197021484,30.036958694458008,71.76563262939453,57.09000015258789,229.38560485839844,85.94196319580078,41.94900131225586,50.80788803100586,16.513151168823242,99.89446258544922,40.109466552734375,26.149999618530273
2020-06-09,531.5700073242188,32.754642486572266,120.11917877197266,117.4932632446289,28.492570877075195,71.96585845947266,53.41999816894531,236.5923309326172,86.11479187011719,43.404998779296875,47.97727966308594,16.210018157958984,98.67998504638672,39.95065689086914,23.8799991607666
2020-06-10,533.8099975585938,32.140724182128906,118.4612274169922,121.12274169921876,27.872966766357425,72.59131622314453,52.47999954223633,234.66921997070312,84.9242172241211,43.448001861572266,46.212120056152344,15.971491813659668,101.16635131835938,40.08185195922851,23.170000076293945
2020-06-11,517.1699829101562,30.501062393188477,109.21159362792967,118.8033676147461,25.949417114257812,69.4789047241211,47.7400016784668,222.4763031005859,82.26464080810547,42.555999755859375,43.78371810913086,14.99252986907959,96.48049926757812,38.97710037231445,22.34000015258789
2020-06-12,522.5700073242188,30.664249420166016,111.97486114501952,118.3666763305664,26.162118911743164,70.02507019042969,49.119998931884766,226.59017944335935,83.77205657958984,41.80699920654297,44.250091552734375,15.15651512145996,97.83843994140624,39.032325744628906,22.06999969482422
2020-06-15,526.02001953125,30.95176887512207,113.51646423339844,122.7822494506836,27.086904525756836,70.41265106201172,49.400001525878906,230.47607421875,84.818603515625,42.54999923706055,45.287384033203125,15.15651512145996,100.10485076904295,38.76995086669922,22.75
2020-06-16,532.4500122070312,30.88960075378418,114.8350601196289,122.0155792236328,26.18061637878418,71.68783569335938,49.20000076293945,233.5986328125,88.54393005371094,43.612998962402344,45.31955337524414,15.29565715789795,98.39308166503906,39.30161666870117,22.260000228881836
2020-06-17,534.22998046875,30.477752685546875,114.0691146850586,124.32525634765624,25.958663940429688,71.98866271972656,48.0,233.4796600341797,90.70425415039062,44.777000427246094,44.539573669433594,15.03725528717041,98.14446258544922,39.115196228027344,22.170000076293945
2020-06-18,535.1099853515625,30.648712158203125,114.76719665527344,125.52865600585938,26.818716049194336,71.07575988769531,48.31999969482422,233.88612365722656,94.28556060791016,44.98699951171875,44.563690185546875,15.081976890563965,101.74012756347656,39.28091049194336,22.520000457763672
2020-06-19,536.6699829101562,30.384492874145508,110.86954498291016,126.34383392333984,26.189861297607425,70.6059341430664,46.5099983215332,236.71131896972656,91.91402435302734,45.37200164794922,42.883113861083984,15.06209945678711,102.22782135009766,38.776859283447266,22.149999618530273
2020-06-22,527.6699829101562,29.871604919433594,112.39176940917967,125.8877182006836,25.99565887451172,71.89547729492188,45.779998779296875,237.13755798339844,91.4147491455078,46.80400085449219,42.42475891113281,14.962712287902832,101.94093322753906,38.43162536621094,21.84000015258789
2020-06-23,521.0399780273438,30.462202072143555,113.04136657714844,126.74171447753906,26.13437843322754,72.5556411743164,46.880001068115234,240.13128662109375,94.67921447753906,46.625999450683594,43.50227737426758,15.0322847366333,102.4764633178711,37.93448257446289,22.15999984741211
2020-06-24,507.989990234375,29.964860916137695,108.65894317626952,127.00373077392578,25.320566177368164,71.00537872314453,44.18000030517578,231.9828338623047,94.11273193359376,45.78499984741211,42.175506591796875,14.619828224182127,103.69095611572266,37.23710632324219,21.719999313354492
2020-06-25,510.0199890136719,29.972633361816406,107.9705581665039,126.8775863647461,24.90441513061523,71.42169189453125,44.16999816894531,233.6283721923828,95.0056610107422,46.59099960327149,42.45692443847656,14.76891040802002,105.37403869628906,37.47877502441406,21.260000228881836
2020-06-26,502.2699890136719,30.03481101989746,105.77932739257812,127.06192779541016,23.76692771911621,67.52820587158203,42.619998931884766,214.1989898681641,97.1467742919922,44.34000015258789,42.44085311889648,14.4508695602417,100.60212707519533,36.7054443359375,20.260000228881836
2020-06-29,509.2200012207031,30.26016616821289,108.1256866455078,126.8290557861328,24.87667465209961,69.2444839477539,44.290000915527344,218.71929931640625,101.77465057373048,44.7239990234375,43.65505599975586,14.863323211669922,101.32892608642578,37.76186752319336,21.229999542236328
2020-06-30,510.0400085449219,30.471216201782227,108.1159896850586,128.14891052246094,24.802690505981445,70.27931213378906,44.33000183105469,225.0933380126953,102.78279113769533,45.50400161743164,43.90433120727539,15.02234172821045,99.59803009033205,38.065677642822266,21.100000381469727
2020-07-01,521.9099731445312,31.034059524536133,109.57034301757812,131.22518920898438,24.90441513061523,71.4662857055664,46.02000045776367,235.4821014404297,101.45779418945312,48.56399917602539,43.85607147216797,14.858357429504396,101.49149322509766,37.74805450439453,21.06999969482422
2020-07-02,517.6900024414062,30.68229103088379,108.76559448242188,129.88600158691406,24.562244415283203,72.85051727294922,45.36000061035156,231.38803100585935,94.97686004638672,47.68899917602539,43.91236877441406,14.947800636291504,101.3767318725586,37.83091354370117,20.790000915527344
2020-07-06,526.2899780273438,31.526533126831055,110.94711303710938,130.30331420898438,24.506759643554688,74.32344818115234,45.459999084472656,238.18833923339844,90.92508697509766,49.38100051879883,44.43503189086914,15.151546478271484,102.11306762695312,38.141624450683594,21.239999771118164
2020-07-07,528.02001953125,31.32329750061035,110.17147064208984,130.79820251464844,23.757680892944336,73.84123229980469,45.040000915527344,238.76329040527344,88.33269500732422,49.31600189208984,44.79688262939453,15.067066192626951,101.1759262084961,38.003536224365234,20.36000061035156
2020-07-08,528.3099975585938,31.06532859802246,113.10924530029295,131.60366821289062,23.397016525268555,74.51921844482422,46.060001373291016,241.45965576171875,90.44499969482422,50.27799987792969,43.100215911865234,15.136637687683104,101.95050048828124,38.2382926940918,20.219999313354492
2020-07-09,530.1900024414062,30.71355438232422,113.25467681884766,134.6703643798828,22.536970138549805,75.2656021118164,45.04999923706055,242.37161254882812,92.48050689697266,50.7760009765625,41.540252685546875,15.018928527832031,101.52972412109376,37.66225814819336,19.25
